t,x,flags
29746577,16775177,0
29747616,16775477,0
29748649,16775570,0
29749687,16776470,0
29750724,290,0
29751761,343,0
29752796,438,0
29753832,479,0
29754868,768,0
29755904,231,0
29756940,16777060,0
29757975,16776688,0
29759013,16776422,0
29760048,16776143,0
29761085,16775745,0
29762120,16775678,0
29763157,16775579,0
29764194,16775694,0
29765229,16776206,0
29766267,16776869,0
29767302,28,0
29768339,239,0
29769376,546,0
29770412,795,0
29771448,1426,0
29772483,978,0
29773520,276,0
29774555,16777028,0
29775592,16776508,0
29776627,16776206,0
29777665,16775901,0
29778699,16775366,0
29779735,16774696,0
29780771,16775314,0
29781808,16775319,0
29782845,16776466,0
29783881,16777023,0
29784917,244,0
29785954,772,0
29786990,907,0
29788029,1285,0
29789063,938,0
29790098,60,0
29791134,16776958,0
29792169,16776652,0
29793206,16776369,0
29794243,16775729,0
29795278,16775190,0
29796314,16775041,0
29797351,16775424,0
29798388,16775830,0
29799424,16776758,0
29800460,16777055,0
29801496,76,0
29802534,535,0
29803570,774,0
29804606,750,0
29805642,694,0
29806678,115,0
29807712,16776992,0
29808750,16776825,0
29809787,16776529,0
29810822,16776261,0
